LOC 10 nFun 1 : D:\MatLightTracer_GitHub\MLTStartup.m 
LOC 146 nFun 1 : D:\MatLightTracer_GitHub\SelectMultiConfigurationVariable.m 
LOC 16 nFun 1 : D:\MatLightTracer_GitHub\TestSurfaceColoring.m 
LOC 16 nFun 1 : D:\MatLightTracer_GitHub\tempTestScripts.m 
LOC 188 nFun 4 : D:\MatLightTracer_GitHub 
LOC 111 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Diffraction_Module\Existing_Propagators\Fresnel_Paraxial\prop_field_abcd_2d_test.m 
LOC 63 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Diffraction_Module\Existing_Propagators\Split_Z_Beam_Propagation\prop_bpm_2d.m 
LOC 74 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Diffraction_Module\Existing_Propagators\Split_Z_Beam_Propagation\prop_bpm_2d_test.m 
LOC 98 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Diffraction_Module\Existing_Propagators\Zernike_Expansion\zern_fun_irreg.m 
LOC 14 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Diffraction_Module\Existing_Propagators\Zernike_Expansion\zernike_fit_irreg.m 
LOC 27 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Diffraction_Module\Existing_Propagators\Zernike_Expansion\zernike_fit_irreg_test.m 
LOC 53 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Meridional_Optics_Module\QUTrace.m 
LOC 13 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Meridional_Optics_Module\convertPDToQUParameter.m 
LOC 15 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Meridional_Optics_Module\convertQUToPDParameter.m 
LOC 17 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Meridional_Optics_Module\traceMeridionalRay.m 
LOC 26 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Paraxial_Optics_Module\computeBackFocalLength.m 
LOC 26 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Paraxial_Optics_Module\computeEffectiveFocalLength.m 
LOC 25 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Paraxial_Optics_Module\computeEntrancePupilDiameter.m 
LOC 14 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Paraxial_Optics_Module\computeEntrancePupilLocation.m 
LOC 9 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Paraxial_Optics_Module\computeExitPupilLocation.m 
LOC 5 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Paraxial_Optics_Module\computeImageNA.m 
LOC 20 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Paraxial_Optics_Module\computeObjectNA.m 
LOC 16 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Paraxial_Optics_Module\computeParaxialAngularMagnification.m 
LOC 30 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Paraxial_Optics_Module\computeParaxialImageLocation.m 
LOC 55 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Paraxial_Optics_Module\computeSystemStopIndex.m 
LOC 38 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Paraxial_Optics_Module\yniTrace.m 
LOC 2 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Polarization_Ray_Tracing_Module\computeAccumulatedPhase.m 
LOC 25 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Polarization_Ray_Tracing_Module\computeDiattenuation.m 
LOC 4 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Polarization_Ray_Tracing_Module\computeEllipseParameters.m 
LOC 3 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Polarization_Ray_Tracing_Module\computeExitRayAngle.m 
LOC 6 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Polarization_Ray_Tracing_Module\computeIntensity.m 
LOC 52 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Polarization_Ray_Tracing_Module\computeMultilayerFresnelsCoefficients.m 
LOC 49 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Polarization_Ray_Tracing_Module\computeMultilayerTransfermatrix.m 
LOC 2 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Polarization_Ray_Tracing_Module\computePhaseDifference.m 
LOC 4 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Polarization_Ray_Tracing_Module\computePhasePropagationFactors.m 
LOC 47 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Polarization_Ray_Tracing_Module\computeProperRetardance.m 
LOC 13 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Polarization_Ray_Tracing_Module\convertAmplitudeToPowerCoefficients.m 
LOC 10 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Polarization_Ray_Tracing_Module\convertJVToPolVector.m 
LOC 26 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Polarization_Ray_Tracing_Module\convertJonesMatrixToPolarizationMatrix.m 
LOC 17 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Polarization_Ray_Tracing_Module\convertJonesVectorToPolarizationEllipse.m 
LOC 19 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Polarization_Ray_Tracing_Module\convertJonesVectorToPolarizationVectorNew.m 
LOC 19 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Polarization_Ray_Tracing_Module\convertSPToXYZPolarization.m 
LOC 6 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Polarization_Ray_Tracing_Module\normalizeJonesVector.m 
LOC 3 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Pulse_Analysis_Module\computeQInverseMatrixInSIFromScaledQMatrix.m 
LOC 3 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Pulse_Analysis_Module\computeScaledQMatrixFromQInverseMatrixInSI.m 
LOC 21 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Pulse_Analysis_Module\computeTotalFocalFieldUsingFFT.m 
LOC 7 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Pulse_Analysis_Module\convertScaledQInverseMatrixToSI.m 
LOC 9 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Pulse_Analysis_Module\scaleKostenbuaderMatrix.m 
LOC 7 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Pulse_Analysis_Module\scaleQInverseMatrix.m 
LOC 44 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Pulse_Analysis_Module\Kostenbauder Matrices\computeInterfaceKostenbauderMatrix.m 
LOC 16 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Pulse_Analysis_Module\Kostenbauder Matrices\computeMediumKostenbauderMatrix.m 
LOC 10 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Scalar_Ray_Tracing_Module\GetSupportedPupilSamplingTypes.m 
LOC 52 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Scalar_Ray_Tracing_Module\XXcomputeNewRayDirection.m 
LOC 16 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Scalar_Ray_Tracing_Module\XXcomputeReflectedRayDirection.m 
LOC 13 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Scalar_Ray_Tracing_Module\XXcomputeRefractedRayDirection.m 
LOC 15 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Scalar_Ray_Tracing_Module\XXglobalToLocalCoordinate.m 
LOC 6 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Scalar_Ray_Tracing_Module\XXglobalToLocalDirection.m 
LOC 6 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Scalar_Ray_Tracing_Module\XXglobalToLocalPosition.m 
LOC 18 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Scalar_Ray_Tracing_Module\XXlocalToGlobalCoordinate.m 
LOC 6 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Scalar_Ray_Tracing_Module\XXlocalToGlobalDirection.m 
LOC 6 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Scalar_Ray_Tracing_Module\XXlocalToGlobalPosition.m 
LOC 25 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Scalar_Ray_Tracing_Module\computeGeneralRefractionReflection.m 
LOC 13 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Scalar_Ray_Tracing_Module\computeIncidenceAngle.m 
LOC 11 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Scalar_Ray_Tracing_Module\computeInitialRayBundleDirections.m 
LOC 29 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Scalar_Ray_Tracing_Module\computeInitialRayBundlePositions.m 
LOC 30 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Scalar_Ray_Tracing_Module\computePupilApodization.m 
LOC 8 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Scalar_Ray_Tracing_Module\computePupilCoordinates.m 
LOC 142 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Scalar_Ray_Tracing_Module\computePupilSamplingPoints.m 
LOC 9 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Scalar_Ray_Tracing_Module\globalToLocalCoordinate.m 
LOC 6 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Scalar_Ray_Tracing_Module\globalToLocalDirection.m 
LOC 6 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Scalar_Ray_Tracing_Module\globalToLocalPosition.m 
LOC 11 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Scalar_Ray_Tracing_Module\localToGlobalCoordinate.m 
LOC 6 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Scalar_Ray_Tracing_Module\localToGlobalDirection.m 
LOC 6 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Scalar_Ray_Tracing_Module\localToGlobalPosition.m 
LOC 10 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\Scalar_Ray_Tracing_Module\transform3DRayDataTo2DCoordinate.m 
LOC 213 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\System_Layout_Module\XXCopy_of_drawSurfaceArray.m 
LOC 279 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\System_Layout_Module\drawSurfaceArray.m 
LOC 567 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Analysis_Module\System_Layout_Module\wavelengthToRGBConverter.m 
LOC 874 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\Optical_System_Import_Export\ZMXImporter\importZemaxFile.m 
LOC 62 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\RayTraceResult.m 
LOC 27 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\computeFinalHarmonicField.m 
LOC 14 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\computeFinalPolarizationVector.m 
LOC 1 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\computeRayPupilIntersection.m 
LOC 20 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\getAllSurfaceCoatingJonesMatrix.m 
LOC 20 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\getAllSurfaceCoatingPMatrix.m 
LOC 20 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\getAllSurfaceCoatingQMatrix.m 
LOC 26 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\getAllSurfaceExitAngle.m 
LOC 20 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\getAllSurfaceExitRayDirection.m 
LOC 20 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\getAllSurfaceExitRayPosition.m 
LOC 20 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\getAllSurfaceGeometricalPathLength.m 
LOC 44 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\getAllSurfaceGroupPathLength.m 
LOC 20 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\getAllSurfaceGroupRefractiveIndex.m 
LOC 26 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\getAllSurfaceIncidenceAngle.m 
LOC 20 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\getAllSurfaceIncidentRayDirection.m 
LOC 20 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\getAllSurfaceNoIntersectionPoint.m 
LOC 48 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\getAllSurfaceOpticalPathLength.m 
LOC 20 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\getAllSurfaceOutOfAperture.m 
LOC 37 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\getAllSurfaceRayBundles.m 
LOC 20 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\getAllSurfaceRayIntersectionPoint.m 
LOC 20 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\getAllSurfaceRefractiveIndex.m 
LOC 20 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\getAllSurfaceRefractiveIndexFirstDerivative.m 
LOC 20 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\getAllSurfaceRefractiveIndexSecondDerivative.m 
LOC 20 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\getAllSurfaceSurfaceNormal.m 
LOC 20 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\getAllSurfaceTotalGeometricalPathLength.m 
LOC 20 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\getAllSurfaceTotalGroupPathLength.m 
LOC 20 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\getAllSurfaceTotalInternalReflection.m 
LOC 20 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\getAllSurfaceTotalOpticalPathLength.m 
LOC 20 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\getAllSurfaceTotalPMatrix.m 
LOC 20 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\getAllSurfaceTotalQMatrix.m 
LOC 20 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\getClassName.m 
LOC 3 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\getIntensity.m 
LOC 28 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\getRayTraceResultFieldForAllSurfaces.m 
LOC 11 nFun 1 : D:\MatLightTracer_GitHub\4. Optical_System_Package\RayTraceResult\isRayTraceResult.m 
LOC 25 nFun 1 : D:\MatLightTracer_GitHub\5. Maths_Package\generateSamplingGridVectors.m 
LOC 12 nFun 1 : D:\MatLightTracer_GitHub\5. Maths_Package\uniformSampling1D.m 
LOC 14 nFun 1 : D:\MatLightTracer_GitHub\5. Maths_Package\Fourier_Transforms\computeFFT2.m 
LOC 14 nFun 1 : D:\MatLightTracer_GitHub\5. Maths_Package\Fourier_Transforms\computeIFFT2.m 
LOC 29 nFun 1 : D:\MatLightTracer_GitHub\5. Maths_Package\Other_Mathematical_Functions\Hermite.m 
LOC 0 nFun 1 : D:\MatLightTracer_GitHub\5. Maths_Package\Other_Mathematical_Functions\Laguerre.m 
LOC 23 nFun 1 : D:\MatLightTracer_GitHub\5. Maths_Package\Other_Mathematical_Functions\XXplot_ellipse.m 
LOC 8 nFun 1 : D:\MatLightTracer_GitHub\5. Maths_Package\Other_Mathematical_Functions\changeCoordinate.m 
LOC 30 nFun 1 : D:\MatLightTracer_GitHub\5. Maths_Package\Other_Mathematical_Functions\compute3dCross.m 
LOC 30 nFun 1 : D:\MatLightTracer_GitHub\5. Maths_Package\Other_Mathematical_Functions\compute3dDot.m 
LOC 3 nFun 1 : D:\MatLightTracer_GitHub\5. Maths_Package\Other_Mathematical_Functions\computeAngleBetweenVectors.m 
LOC 28 nFun 1 : D:\MatLightTracer_GitHub\5. Maths_Package\Other_Mathematical_Functions\computeCoordinateTransformationMatrix.m 
LOC 25 nFun 1 : D:\MatLightTracer_GitHub\5. Maths_Package\Other_Mathematical_Functions\computeLinePlaneIntersection.m 
LOC 10 nFun 1 : D:\MatLightTracer_GitHub\5. Maths_Package\Other_Mathematical_Functions\computeNormOfMatrix.m 
LOC 11 nFun 1 : D:\MatLightTracer_GitHub\5. Maths_Package\Other_Mathematical_Functions\computeWavefrontRMS.m 
LOC 12 nFun 1 : D:\MatLightTracer_GitHub\5. Maths_Package\Other_Mathematical_Functions\directionSP.m 
LOC 4 nFun 1 : D:\MatLightTracer_GitHub\5. Maths_Package\Other_Mathematical_Functions\extractNoneUnityDiagonal.m 
LOC 20 nFun 1 : D:\MatLightTracer_GitHub\5. Maths_Package\Other_Mathematical_Functions\multiplySliced3DMatrices.m 
LOC 16 nFun 1 : D:\MatLightTracer_GitHub\5. Maths_Package\Other_Mathematical_Functions\normalize2DMatrix.m 
LOC 11 nFun 1 : D:\MatLightTracer_GitHub\5. Maths_Package\Other_Mathematical_Functions\plotCircle.m 
LOC 81 nFun 1 : D:\MatLightTracer_GitHub\5. Maths_Package\Other_Mathematical_Functions\plotEllipse.m 
LOC 12 nFun 1 : D:\MatLightTracer_GitHub\5. Maths_Package\Other_Mathematical_Functions\poldec.m 
LOC 946 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ChildWindow\BuildChildWindowSettingPanel.m 
LOC 55 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ChildWindow\ChildWindow.m 
LOC 8 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ChildWindow\XXcloseChild.m 
LOC 15 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ChildWindow\XXselectMainTab.m 
LOC 749 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ChildWindow\btnOkCallback.m 
LOC 2 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ChildWindow\hideChild.m 
LOC 2 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ChildWindow\showChild.m 
LOC 16 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\AddToOpenedWindowsList.m 
LOC 314 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\InitializeMenuAndToolbarItems.m 
LOC 1469 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\InitializeOpticalElementEditorPanel.m 
LOC 68 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\InitializePanels.m 
LOC 274 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\InitializeSystemConfigurationPanel.m 
LOC 4 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\InitializeToolbarPanel.m 
LOC 9 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\InitializeWelcomePanel.m 
LOC 31 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\ParentWindow.m 
LOC 7 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\RemoveFromOpenedWindowsList.m 
LOC 7 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\addChild.m 
LOC 69 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\addCoatingCatalogue.m 
LOC 73 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\addGlassCatalogue.m 
LOC 13 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\closeAllChildWindows.m 
LOC 12 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\closeAllWindows.m 
LOC 4 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\closeChild.m 
LOC 4 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\closeParent.m 
LOC 11 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\findChild.m 
LOC 41 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\getCurrentOpticalSystem.m 
LOC 3 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\hideChild.m 
LOC 3 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\hideParent.m 
LOC 3 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\openFromMATFile.m 
LOC 26 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\openFromZemaxFile.m 
LOC 13 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\openNewOpticalSystem.m 
LOC 21 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\openSavedOpticalSystem.m 
LOC 6 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\resetParentParameters.m 
LOC 66 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\resetSystemConfigurationPanel.m 
LOC 14 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\saveMySystem.m 
LOC 15 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\saveMySystemAs.m 
LOC 2 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\showChild.m 
LOC 13 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\updateComponentDetail.m 
LOC 44 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\updateMulticonfigurationMenu.m 
LOC 75 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\updateOpticalElementDetail.m 
LOC 79 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\updateOpticalElementEditorPanel.m 
LOC 85 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\updateQuickLayoutPanel.m 
LOC 63 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\updateSurfaceDetail.m 
LOC 107 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\updateSystemConfigurationWindow.m 
LOC 132 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\@ParentWindow\validateOpticalSystem.m 
LOC 227 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\GeneralObjectInputGUI\ObjectInputDialog.m 
LOC 53 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\GeneralObjectInputGUI\getObjectDisplayTable.m 
LOC 33 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\GeneralObjectInputGUI\getObjectTypeValueDisplay.m 
LOC 19 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\GeneralObjectInputGUI\@MyHandle\MyHandle.m 
LOC 72 nFun 1 : D:\MatLightTracer_GitHub\6. GUI_Package\SimpleDialogBoxes\numericVectorDataInputGUI.m 
LOC 19 nFun 1 : D:\MatLightTracer_GitHub\7. Documentation_Package\aboutWindow.m 
LOC 62 nFun 1 : D:\MatLightTracer_GitHub\Database_Files\Zemax_Data\Glass_Data\XXXimportAgfGlassCatalogue.m 
LOC 142 nFun 1 : D:\MatLightTracer_GitHub\Enhanced_Matlab_Features\EnhancedPColor.m 
LOC 43 nFun 1 : D:\MatLightTracer_GitHub\Enhanced_Matlab_Features\computeLinearColorGradient.m 
LOC 13 nFun 1 : D:\MatLightTracer_GitHub\Enhanced_Matlab_Features\computeSurfaceColor.m 
LOC 9 nFun 1 : D:\MatLightTracer_GitHub\Enhanced_Matlab_Features\@ObjectHandle\ObjectHandle.m 
LOC 1 nFun 1 : D:\MatLightTracer_GitHub\PROGRESS_Files\PROGRESS_Structures.m 
LOC 1 nFun 1 : D:\MatLightTracer_GitHub\PROGRESS_Files\PROGRESS_plotDelanoDiagram.m 
LOC 38 nFun 1 : D:\MatLightTracer_GitHub\PROGRESS_Files\PROGRESS_plotSpotDiagram.m 
LOC 58 nFun 1 : D:\MatLightTracer_GitHub\PROGRESS_Files\PROGRESS_@GaussianPulse\GaussianPulse.m 
LOC 82 nFun 1 : D:\MatLightTracer_GitHub\PROGRESS_Files\PROGRESS_@GaussianPulse\YYYYshowFreeSpacePropagation.m 
LOC 8 nFun 1 : D:\MatLightTracer_GitHub\PROGRESS_Files\PROGRESS_@GaussianPulse\addPulseFrontTilt.m 
LOC 48 nFun 1 : D:\MatLightTracer_GitHub\PROGRESS_Files\PROGRESS_@GaussianPulse\convertToGeneralPulse.m 
